date,Cboe EDGX,NYSE Arca,Nasdaq GSM,Cboe EDGA,CHX,Cboe BYX,Cboe BZX,MEMX,Nasdaq BX,Off Exchange,IEX,NYSE American,NYSE National,NYSE,Nasdaq PHLX,MIAX Pearl,LTSE
2022-03-21,1792524,619080,2033160,220184,67484,120636,729952,189732,90844,7331900,419012,11136,67572,2017800,35708,65724,0
2022-03-18,3823500,1994064,3951608,491008,110056,397672,1613976,383476,228708,16618776,936804,25596,166028,5352020,151112,143092,0
2022-03-17,2068716,1689592,1965988,81392,54448,61496,509520,123788,87324,5066688,408552,11784,43024,1544408,30580,49160,0
2022-03-16,1311528,609260,931204,60400,59348,47272,346920,135904,63588,4909428,369508,6148,27828,1622652,55020,59688,0
2022-03-15,1715100,691000,1455860,589740,31824,161136,781492,216756,92964,5668652,502328,18308,143708,1906112,93792,46332,0
2022-03-14,2091308,666472,2126688,358672,52872,202020,921288,255428,95460,7186220,924796,85000,181444,2853852,43016,90152,0
2022-03-11,1225940,421004,1009448,85020,16724,46056,582128,153908,44440,3311716,427608,29260,28756,1361004,22180,56960,0
2022-03-10,756616,144344,545740,84496,65504,16736,358680,93292,16240,2391220,192176,9196,8404,854336,13512,31192,184
2022-03-09,526108,380232,833520,72676,43212,27712,253304,75392,35152,2127680,324300,21148,27628,791672,23652,35000,0
2022-03-08,1003944,294972,1163088,233668,37356,67368,542352,144148,83276,2902152,297208,20596,29632,1542872,107060,66224,0
2022-03-07,1341032,487380,1746372,307524,39512,130048,777064,164340,87832,4329552,747828,15116,87204,2243852,29108,57656,0
2022-03-04,706576,130684,658436,92332,64720,38000,393436,126900,31952,2142900,237676,6444,16792,1269824,16992,35588,0
2022-03-03,459820,127688,634460,94204,102928,29936,272888,63180,33108,1507148,151692,6736,18872,831900,25004,22772,0
2022-03-02,680244,153532,602100,48368,14208,22996,417512,96268,25568,2013868,194620,796,13368,882152,48860,28124,0
2022-03-01,538168,132612,426456,85904,11664,16384,263380,90704,13668,1619100,140924,964,12356,999956,7060,24784,0
2022-02-28,797932,232788,654180,47836,48148,35884,387944,124084,21388,2679532,171952,6096,32776,1164792,29108,23508,0
2022-02-25,690172,206864,1045372,100848,20256,44640,410296,71908,35692,2667956,209020,11152,27080,1226536,28572,44256,0
2022-02-24,938400,362708,1222068,86468,53568,34892,482848,105644,37108,3715068,363784,9648,22476,1527800,22532,39444,0
2022-02-23,779384,107544,607976,77288,24580,31700,327160,95424,32564,2110052,159036,6848,21960,951416,9896,50180,0
2022-02-22,780560,195424,729240,98516,56056,41004,338928,68128,34116,2438268,198652,7608,18040,1094584,24732,33104,0
2022-02-18,835808,195044,831244,149056,62244,35516,396048,66264,36352,2288880,175040,2420,26528,1059332,23784,30596,0
2022-02-17,825680,241412,776012,66632,20568,28388,327972,64336,28848,2460292,168276,5068,19236,801656,20704,27804,0
2022-02-16,1011576,250148,876960,72996,88872,40512,463168,109420,44300,3655664,212156,20648,16828,1078768,20576,44972,0
2022-02-15,1305148,238980,723980,99696,60064,24892,437868,71100,31540,3467580,249656,6604,13204,1154820,15972,19200,0
2022-02-14,1015744,411904,875128,85132,37428,44680,491584,72904,54872,3994584,321920,17172,34204,1497068,22972,124228,0
2022-02-11,1343888,414724,1195668,110808,52024,59680,714720,110044,59008,4807320,492136,7272,33056,1672816,145036,80908,0
2022-02-10,1899920,596400,1560836,117736,61492,95704,633904,158988,77708,6405872,597052,19700,57216,2305008,155040,83452,0
2022-02-09,1873032,551952,1585408,215256,48392,143032,674772,172092,115144,6907740,872116,15816,52624,2094484,60088,85352,0
2022-02-08,2402340,809116,2053796,238660,58240,156044,969764,228212,123336,9418756,899044,2824,87280,2257136,73192,61884,0
2022-02-07,765644,218244,993484,73500,25036,37400,362376,109932,32532,2693836,250448,21368,29728,1291828,100104,31788,0
2022-02-04,943276,213392,681360,52668,23592,37364,491124,106952,44536,3415560,279232,18912,29564,1155616,107448,26568,0
2022-02-03,965272,558472,1227100,732464,88220,131976,574256,108412,111640,4069788,390876,23076,72612,1573404,28972,53136,0
2022-02-02,1203332,536144,1348232,184944,28096,75980,865664,157888,49372,5753288,529240,22428,53084,2103044,126616,78984,0
2022-02-01,1429844,694004,1746996,151532,24048,69304,610820,181092,53044,6216188,530952,26048,37308,1931384,40576,103984,0
2022-01-31,1343216,525540,1759092,132236,32480,75464,557396,206576,59872,6449128,490900,12096,37840,2175292,103956,34608,0
2022-01-28,1591812,754920,2062476,371356,88400,124692,1031660,179424,80700,6710012,701500,36704,119372,2447484,82976,46780,0
2022-01-27,1391744,640096,2084264,171716,48708,111788,816988,171228,99380,6248056,633060,21032,61676,2020524,62900,96640,0
2022-01-26,3246612,1605964,4483316,424584,193964,327016,1501268,482560,260832,14357228,1869456,110340,177916,3788572,231720,268608,0
2022-01-25,1253552,547988,1712912,277584,83704,185208,752120,172816,81724,5484452,737576,4732,101148,2785572,46508,68744,0
2022-01-24,2618424,1026292,3115160,449432,166920,269928,1314624,355988,173860,9239340,1385956,67000,137644,4562248,93308,85856,0
2022-01-21,2103756,985828,2858416,265360,186780,141696,1038924,233548,122908,8902924,1103464,40764,87992,3803092,102000,142284,0
2022-01-20,1262812,579512,1337184,139536,41928,58560,591984,155608,64220,4545588,520280,35032,38020,2154504,37764,117764,0
2022-01-19,1107704,452440,1167828,225096,88892,69096,607016,109416,72668,3369816,339020,38616,39552,1819120,47520,60512,0
2022-01-18,1665016,782456,1840236,261728,38284,146548,788596,237696,140028,5756928,668848,19932,66064,2511836,76000,36112,0
2022-01-14,2049728,619016,1469924,184624,33192,121880,865996,233916,98332,5984336,859064,63824,49580,2501156,70940,195172,0
2022-01-13,1359988,322316,754672,99516,38992,52536,400352,111264,67748,3608988,444056,17972,22764,1506816,54076,38544,0
2022-01-12,937120,221772,520940,79564,41352,40732,311736,101484,25080,2659256,237948,38252,16016,1030136,7448,26908,0
2022-01-11,1478592,394460,1696664,199040,38564,60160,502984,124272,54912,4081804,318704,8188,29264,1285200,28196,31216,0
2022-01-10,2350852,1287008,2347400,457420,48372,401264,1096860,334552,176060,8838884,980552,45960,197044,3212588,81332,189992,0
2022-01-07,6342272,3902628,5327596,505444,97792,306620,2051100,615612,287116,21446224,1453612,77096,111268,5543904,162104,275804,0
2022-01-06,3351884,3888852,5081180,554852,64532,145444,930248,202956,176592,6482056,685244,55724,168240,2221340,79508,116784,0
2022-01-05,1970416,545056,1433320,299108,23760,162464,830776,132376,109504,5126764,638996,36324,106252,2084408,55288,31484,0
2022-01-04,1158092,236460,698940,121408,33332,75532,447816,87000,64676,2762380,311528,10124,36596,1233152,30804,31336,0
2022-01-03,727448,207600,667312,52148,16944,32316,375432,108200,21708,2169712,224484,3928,15936,1015568,9876,19392,0
2021-12-31,560756,129548,479832,65768,14016,23732,367380,53964,26052,2371544,134008,9188,14812,1267844,26128,31000,0
2021-12-30,678400,170544,928788,91744,31472,34052,394884,57232,38796,2558756,215524,6188,14316,970792,27800,28240,0
2021-12-29,836012,401532,771164,106528,23284,42464,414696,66524,34764,3788504,240736,6284,31100,1344572,14444,27016,0
2021-12-28,606788,164252,719052,81000,30776,29176,250804,50232,26120,2299256,170220,8820,5644,844908,21748,29116,0
2021-12-27,756452,335948,822388,90140,16984,35932,327180,80452,36512,2872748,172416,8240,25236,835360,15988,29816,0
2021-12-23,498652,154176,501780,57176,15552,42608,214276,55528,37744,1785136,125032,2648,11160,663744,19636,37308,0
2021-12-22,429332,124756,566496,42384,11356,56024,179380,48120,48480,1404952,234352,1232,8524,1000152,13796,19280,0
2021-12-21,805760,157236,562072,98096,22876,47060,261732,98928,52816,2148684,375524,11212,37592,976024,16616,48724,0
2021-12-20,898896,265956,877564,68816,26144,33880,283904,97560,37856,2861872,198808,10464,14004,1569512,49816,19072,0
2021-12-17,2191908,670008,1723656,296148,47768,123344,721116,165180,88768,6823336,608564,18476,61516,3585452,64308,56656,0
2021-12-16,1027108,297484,1180436,102108,54260,67672,371780,96920,115616,3067308,394324,34520,41260,1725764,42684,39700,0
2021-12-15,921256,565060,1222320,116748,32504,68060,416068,140480,70136,4706536,318556,29992,49652,2293636,65988,46560,0
2021-12-14,2288920,1897588,4623372,497556,59648,235716,1056424,323396,304956,9540272,950468,69176,132552,3793772,194928,75584,0
2021-12-13,2422096,1315320,2719604,759308,37072,316820,1135732,315084,256344,7705020,1001508,60676,180676,3529696,109996,78500,0
2021-12-10,1885376,1029096,2429056,608000,83692,169320,1056196,203992,202736,6144428,689360,32900,178460,3226032,80156,87936,0
2021-12-09,2982900,1123108,2595716,503560,31872,199240,1233752,286276,130448,7255540,878924,37572,98836,2790752,126536,60140,0
2021-12-08,1352932,1160080,1795612,144636,18272,102492,472680,77128,59216,3579016,295904,21216,46424,1238804,60680,19688,0
2021-12-07,864816,392756,1299596,85884,47940,69904,371416,78508,79832,2755032,219808,12712,37636,1512916,37000,22372,0
2021-12-06,956284,309156,1475652,167792,21316,128740,467820,147904,72400,3080988,426948,19372,63284,1512916,30028,33092,0
2021-12-03,1847848,439512,2066096,288672,48708,165816,1004292,349036,133800,5407900,761156,37320,102736,3536220,154108,46024,0
2021-12-02,859132,338004,1108556,88956,44052,69992,471976,115008,74732,3177712,317856,11816,61132,1492152,79716,37536,0
2021-12-01,1184316,319740,1045092,106084,44504,67404,517532,109524,55844,3686780,392364,11272,55204,1777996,26376,22076,0
2021-11-30,854948,185220,567688,88628,15420,68596,309592,83092,47896,2730048,196900,8072,40396,1600008,75200,24052,0
2021-11-29,596928,220952,364868,76128,24952,31120,243124,50600,19968,1763932,107176,4792,18084,881676,19444,11624,0
2021-11-26,633888,314732,607280,55028,21980,55096,266192,54076,31668,1686832,147124,6480,23956,996136,25236,15324,0
2021-11-24,580052,311916,486004,108708,12056,68956,241808,56664,29884,2006384,150692,5512,20164,1112900,34436,11276,0
2021-11-23,1903604,598244,1460856,233088,44160,104560,743008,123776,86444,5593772,409372,26708,74512,1833288,130620,39948,0
2021-11-22,2029440,662268,1936160,217776,48784,100016,804960,141732,193572,7714356,443320,54448,38800,2983020,104288,44076,0
2021-11-19,1747592,446860,1232864,139356,39528,75328,780600,126352,60036,4879120,301680,24288,19916,2172564,86840,41536,0
2021-11-18,472960,91352,458848,46380,34792,38784,298288,49716,22672,1457844,166640,3316,13488,821096,27988,18936,0
2021-11-17,886284,213604,507240,71752,8960,44848,349248,101124,27080,2083940,157760,4624,13724,885752,42380,12480,0
2021-11-16,761336,142480,432196,66240,12028,40812,305016,51532,26052,1966616,122640,1360,15760,871260,31320,11736,0
2021-11-15,790352,146520,526884,80532,14528,42776,265096,59540,29152,2488304,204168,4900,25600,1135112,33516,16460,0
2021-11-12,487608,86844,351940,54548,93652,33524,237136,47908,17152,1529680,108680,1608,9604,597720,37580,17036,0
2021-11-11,722900,135472,437876,72832,22648,27752,280880,70240,24764,1672764,116504,10856,21776,625640,55728,18972,0
2021-11-10,776140,210296,385484,64796,20124,21680,327332,109820,21948,2207748,159388,5876,7984,883304,17592,16564,0
2021-11-09,1021476,209672,697588,104832,37556,45408,372840,112920,46544,3102408,146720,1668,13712,1413384,32264,20992,0
2021-11-08,1403772,271640,828664,88060,88104,56176,471260,93836,35976,3947756,127852,2208,17928,1144100,26128,27768,0
2021-11-05,1016300,363512,626304,84516,29588,30196,400024,83552,30764,3347856,212744,10376,8716,920260,54720,23396,0
2021-11-04,1481860,464192,1271008,144416,43336,78956,626980,144792,41776,4927268,251328,7900,22484,1989332,44880,28144,0
2021-11-03,5153268,2242204,4538924,480912,334672,323116,1995992,424816,296732,21068152,945812,58028,65040,6700112,310156,119872,0
2021-11-02,2055676,1256472,1807368,205112,46960,130208,876732,135612,85432,5788372,407408,21736,45384,2496692,117224,52548,0
2021-11-01,2957672,822844,2067096,286404,56524,164708,979976,186872,128744,8264956,582472,16996,60524,2894460,172584,133052,0
2021-10-29,1671324,306652,980120,69036,43256,54468,485312,89136,41168,3801352,211852,4260,15112,1314820,59612,28224,0
2021-10-28,1094916,289880,722260,110396,22868,50292,490784,84104,39800,2347520,202232,4492,14288,1208396,70700,31884,0
2021-10-27,663280,152224,466436,70472,12368,35884,241944,71168,26392,1662228,129652,2744,22336,826444,30376,13632,0
2021-10-26,1020732,370580,1064696,118224,18684,80060,564108,102116,63072,3265928,271864,5332,16684,1618476,91464,26976,0
2021-10-25,804420,302400,598644,59736,13252,47768,247052,72856,21520,2089848,143612,676,12684,1320040,18092,15336,0
2021-10-22,1761620,491860,1626328,194696,10660,110260,685176,158956,62672,3528720,275900,4616,45144,2147604,62916,34016,0
2021-10-21,1705676,383904,727472,103404,33536,74572,426828,97056,61368,4063180,302160,5840,38520,1506484,53916,25472,0
2021-10-20,2140640,281628,689728,89532,11524,68736,424292,61636,64644,3946388,225852,7348,18992,1008644,53808,14216,0
2021-10-19,1523572,249920,585456,83736,11236,90348,411460,71528,55672,3670456,195568,1620,17820,1215756,74712,23032,0
2021-10-18,868596,203968,442656,67272,5056,51184,257764,70952,26816,2629024,134884,1332,27724,1528708,27344,14724,0
2021-10-15,705612,133480,405768,70516,7904,49576,288352,80340,21336,1836364,102272,636,4868,1047024,31312,14548,0
2021-10-14,1167816,221164,721824,82608,13804,104880,358796,82156,35772,2477484,148996,6228,13976,1216080,32276,20060,0
2021-10-13,1309104,270440,905556,156564,11912,76576,443932,86380,36348,2943608,211676,8448,48508,1129916,55688,26580,0
2021-10-12,687388,155720,576400,96196,3388,36612,241800,57604,31632,1808860,101932,1848,22412,1065996,21816,24004,0
2021-10-11,1583536,397560,1481880,156616,160,103856,451500,91472,212788,4143420,210908,6788,36280,1627464,168028,67884,0
2021-10-08,497216,124192,345228,54740,6132,44144,250252,43972,20200,1077700,98372,580,6672,669708,21100,12592,0
2021-10-07,708356,191112,648116,52892,5736,59416,249764,64520,13204,1288800,108320,10716,22956,1171096,30200,12100,0
2021-10-06,699612,148900,551180,92628,12172,78184,253264,51556,21176,1685088,138176,536,14644,1023760,13752,16652,0
2021-10-05,926540,131540,531824,72436,9024,64644,315132,58460,27208,1669524,133844,16124,33184,1211060,45296,17572,0
2021-10-04,557540,157212,427324,62060,11384,75428,224232,59140,25092,1754172,155948,13460,22620,1175888,47884,13168,0
2021-10-01,678352,272840,687976,75152,14788,98624,381004,57964,31912,2151264,122376,2832,27140,1510876,67936,23132,0
2021-09-30,1573208,566952,1440496,157224,54980,166224,762116,115656,90120,4751760,315220,6380,26808,2580000,59040,43292,0
2021-09-29,1011628,370768,857036,121104,10332,114084,503104,64144,46676,2287544,181612,9816,35900,1908848,49932,27204,0
2021-09-28,1146292,345432,814524,106216,9696,94120,444168,54700,41048,1995280,181440,1200,30604,1728924,69576,18748,0
2021-09-27,1013684,294072,607996,88728,34104,95700,327028,49352,33400,2059828,132200,1632,24232,1071948,29968,16508,0
2021-09-24,969356,272844,766696,102452,2580,66336,458884,84336,56836,2216264,238680,4464,32664,1410972,40724,18940,0
2021-09-23,1194156,352716,825888,77372,5808,79372,396172,73556,32332,2457052,152424,8660,31324,983948,42808,15244,0
2021-09-22,1693592,349592,777856,79216,5508,110420,396640,75068,55032,3931056,229056,6436,38328,1179172,58812,38452,0
2021-09-21,1412964,361456,1037004,136076,19332,170996,520516,94116,72988,4239416,253756,4824,39540,2071352,47540,53360,0
2021-09-20,2435320,725064,1685316,197652,11516,168664,731168,157560,65696,6123860,425188,4900,70812,2773584,114624,73112,0
2021-09-17,1510952,470632,1118716,100032,7900,122100,640904,77808,47364,4397316,273692,5384,74328,6824868,85080,45024,0
2021-09-16,2173164,542788,1101356,129680,6012,88060,671068,154796,49152,4608592,288624,3724,63024,2259372,35104,58204,0
2021-09-15,1321524,389512,1047460,115324,6600,137640,608840,108320,33068,3074556,261460,35908,85944,1938796,28608,47828,0
2021-09-14,1298528,374640,926552,108632,17012,62608,450212,68036,41468,3026328,257708,9424,85632,1759780,30772,49172,0
2021-09-13,2322264,644904,1470176,203668,3904,167016,747480,167988,60012,8362448,402668,68324,54280,2509560,89260,61328,0
2021-09-10,1661944,470560,1240388,203216,4476,107428,831800,161236,63976,4958820,245072,5840,60676,2056084,63736,36160,0
2021-09-09,4197104,2026680,3417784,675392,5908,265840,1521992,349376,218520,12292440,584992,8848,123372,4162156,106776,83956,0
2021-09-08,2326940,2398204,2406468,278900,36960,406988,925320,185788,248600,7814076,490280,30720,188080,2823796,65444,67196,0
2021-09-07,1531900,395344,890348,117520,5524,67496,337560,119300,33688,4388316,268148,25156,21756,1698372,66936,36928,0
2021-09-03,1785688,514260,996052,96044,3852,43248,517996,118232,41904,4446892,529672,4360,27576,1384504,93204,51708,0
2021-09-02,1045276,230976,628396,65888,9416,85040,355944,82144,43808,3197964,391012,7288,16708,1176052,58236,28324,0
2021-09-01,2541408,953312,1890032,166736,9740,126084,700372,216868,147944,7875472,380364,12084,42292,2575660,96908,78488,0
2021-08-31,2624092,671752,1240460,141944,13896,101076,615044,136608,103396,6068808,273800,12380,59144,2107120,73392,55128,0
2021-08-30,2291028,648276,1121148,117516,31848,127148,584876,89832,78432,6211820,319156,33816,47676,1398216,77116,57724,0
2021-08-27,1920924,592876,1279460,132696,3296,97904,652816,43384,83864,5918512,278696,4312,54024,1718612,94240,47540,0
2021-08-26,3428024,1110528,2518032,326636,30608,223548,1032824,99204,208116,12716012,487728,7972,54572,2495128,113040,98964,0
2021-08-25,6194000,2787932,5331348,487984,13748,412628,1767440,224524,274028,26971812,935316,54008,118624,5266488,447268,145832,0
2021-08-24,7200088,3098588,6093056,432228,93088,531064,2206576,411236,604332,29796448,1188784,26620,81896,6441360,195904,203344,0
2021-08-23,901792,202484,539208,70308,4232,64860,246180,21804,27100,2270000,110696,2460,13528,1056736,33256,16768,0
2021-08-20,759004,176212,454932,62168,1896,52992,275336,28488,18492,1955968,130796,5044,11244,641968,31828,12216,0
2021-08-19,692320,182112,540908,61828,31904,36564,224444,90336,23592,1929628,211860,2732,14856,716096,14080,12836,0
2021-08-18,808516,315728,669720,75752,2972,67460,314424,117212,29344,2011752,218100,4196,27924,943640,18760,21580,0
2021-08-17,730768,204072,490200,51624,2852,52396,210296,89944,26056,1870164,126568,1732,42540,935384,18404,10616,0
2021-08-16,742592,230088,773800,84800,9804,40120,260372,175316,31856,2572908,171384,7052,29104,1099524,49464,18860,0
2021-08-13,529224,177124,463648,67184,18384,38180,202092,79976,17604,1411928,156812,3200,18872,843288,21304,10184,0
2021-08-12,775152,249480,401448,82616,13500,56896,211132,103756,19008,2276788,136880,1912,7864,914120,16408,10996,0
2021-08-11,421840,160232,346828,72624,5296,56192,157580,85900,19532,1489948,120408,964,15024,777528,37336,14444,0
2021-08-10,886704,294604,490076,93156,4116,97476,261732,168908,51204,2746524,220672,7228,29852,1099416,25672,15516,0
2021-08-09,1117820,337920,850416,132492,3412,56540,377112,206472,32576,3865984,255312,2300,42364,1644304,41224,29508,0
2021-08-06,598984,295424,589520,66404,3672,65312,274356,105588,31280,2340828,163192,1244,14832,836088,17500,6544,0
2021-08-05,1056052,381980,928204,100928,4380,80632,547956,193108,65348,4337916,263904,1836,34748,1620992,14580,13660,0
2021-08-04,1119048,496936,923348,105324,19244,95404,426360,225792,63840,4246304,234764,4724,62500,1518532,9408,22268,0
2021-08-03,1912232,1516448,2226136,342248,19708,203996,1038864,245188,174552,19027340,913628,4968,139560,29818108,155912,63644,0
2021-08-02,1512796,308048,896644,94828,3716,52128,339732,194908,58592,4683776,274516,2156,19400,1522032,132292,36056,0
2021-07-30,1473500,408756,1584032,128428,5720,64484,500092,171372,55616,3077524,241532,2096,28744,1667460,55156,43840,0
2021-07-29,1219320,419104,737024,96364,26644,87160,455500,189784,56712,4218424,184328,1232,16628,1223232,8668,19856,0
2021-07-28,2060100,883360,1532336,210964,33744,328616,832084,295412,117776,5964136,746372,4092,133732,3220912,7492,31544,0
2021-07-27,756100,267816,766940,59188,3916,57876,181492,110512,40664,1752908,129756,13888,18064,677480,10192,12328,0
2021-07-26,812860,212928,379188,56096,4796,57156,183020,154468,38136,2319416,128736,1452,15832,650908,15116,12064,0
2021-07-23,743424,287412,455228,63244,22988,56976,267104,99364,36144,2289144,127636,4396,13736,768500,18336,11040,0
2021-07-22,646996,287976,765464,56700,1816,45648,225516,117392,38592,2469736,158144,2760,10272,786272,22228,16440,0
2021-07-21,1034536,538288,918064,76436,28700,117276,381148,221816,55400,3988204,377628,3576,37268,1078824,23824,34996,0
2021-07-20,1463016,615492,1510676,151788,9096,116228,583924,249516,95568,5069528,437312,24380,35456,1900172,104884,35952,0
2021-07-19,1067768,466864,1347860,106508,28788,68216,391160,144932,61916,3964064,267032,1440,42072,1750404,13180,27452,0
2021-07-16,1766908,528928,1337748,203864,46888,139088,623472,252744,117096,5627136,466152,2208,46580,1888768,66720,36200,0
2021-07-15,1738692,1153804,1800548,259784,10312,214376,800848,266328,129544,7088908,498980,11696,47048,3023564,83536,58384,0
2021-07-14,2256100,1050828,1668752,190620,4668,218400,715468,238868,101156,6183568,661580,7928,66448,2205680,48052,34412,0
2021-07-13,1723928,567668,896760,153084,2680,136580,380340,203144,96752,3845016,303492,3828,18728,1193000,42952,25340,0
2021-07-12,916312,412616,688348,89644,1560,62760,242232,100008,65352,2905096,218132,784,10952,798984,19964,12080,0
2021-07-09,954388,263428,606820,133500,4020,106660,303808,116568,51640,2657152,204700,2676,19920,858488,30676,17156,0
2021-07-08,1562300,822428,1523412,108476,6376,187744,452892,184340,49400,4241712,384540,7316,50764,1750968,62324,33980,0
2021-07-07,2213552,947700,1979616,260988,34328,345132,707056,257708,196880,7307272,507352,4064,58292,2051844,24252,61852,0
2021-07-06,2013264,502632,965412,109200,29904,140484,442312,46420,88604,4204940,358704,828,29132,2089708,15952,33068,0
2021-07-02,1925152,477820,1026932,118304,3088,139656,497140,46460,79324,4249952,328528,1272,26576,1418680,37992,33828,0
2021-07-01,1969116,603680,1158740,141256,4096,113352,453864,68696,101860,4275352,414252,4184,15468,1592992,16100,34640,0
2021-06-30,1381228,562176,1213984,111344,23032,100428,354120,44932,55296,4451724,466932,444,19204,1320684,14788,37836,0
2021-06-29,1717552,669544,1137308,102644,10624,80440,294672,43544,70352,3892876,211364,2664,37376,1592092,11180,45500,0
2021-06-28,3521008,806196,1876796,139088,15036,158716,713500,88548,124112,8525052,844600,2192,42060,2604688,13472,34980,0
2021-06-25,3384532,1951488,2921280,298132,4188,158000,1415388,81364,190200,20880128,891300,13720,189028,18223976,70480,96444,0
2021-06-24,2710156,785600,1723268,195452,7756,129776,604440,44972,162152,6351380,543628,3156,100764,2033056,6640,48504,0
2021-06-23,2538768,754920,1359516,164300,10684,121896,514032,64624,80816,5984876,448100,1284,37768,2061916,41912,32832,0
2021-06-22,5085020,2447332,4104496,333928,45996,248952,995068,258176,242828,13942436,915604,7828,130224,3907528,26596,85872,0
2021-06-21,3376536,1191748,2218672,192556,14784,124368,811072,83068,130916,8384036,788096,4820,74112,2948560,84764,57528,0
2021-06-18,2537740,712612,1588780,175232,75224,140368,646124,61444,105840,6079928,963052,9212,48824,4029092,49028,57400,0
2021-06-17,2619912,917108,1937224,146088,7072,108156,603636,69980,139972,7518576,1042852,3100,26556,3022916,230816,39388,0
2021-06-16,2701880,1274220,2976728,184428,6400,255680,673164,114560,160364,8374672,1704324,6784,98268,3562740,104568,51568,0
2021-06-15,4275440,1563144,2351804,217516,10608,202504,798288,106436,191576,13096128,2286536,6716,70056,3748352,221512,60568,0
2021-06-14,4017124,1426924,3294644,258404,10004,245032,1064684,114296,178208,12225240,1965692,3876,56944,3392444,208520,61144,0
2021-06-11,6750192,4443220,6964900,437096,11196,553092,1812824,561116,353712,28778396,3677068,21136,281644,7211956,300676,151232,0
2021-06-10,10506872,6396832,9286364,817804,1217180,830560,2444672,756528,589560,44487888,6195180,11828,383224,8693276,246304,231016,0
2021-06-09,6477764,7805788,7295508,418052,24404,439292,1533316,411348,415144,22206892,1278808,65572,130704,4809996,232384,167564,0
2021-06-08,8647160,5296888,8509616,444176,148172,630884,2255820,576344,511788,31423136,2061100,34796,174164,8712076,168096,148944,0
2021-06-07,3042416,1909780,3032016,245212,13012,301904,947040,391208,204392,9665328,918700,11176,39312,3302012,97452,83260,0
2021-06-04,1746608,1369732,2107068,187952,23492,135520,639708,185320,126284,5267912,371240,15132,118476,2128976,82556,43588,0
2021-06-03,3809720,2551208,4876464,451792,105640,507796,1227660,284092,303688,12668060,776632,11084,131384,4109296,69604,114112,0
2021-06-02,7075184,4896344,7740040,581548,9880,661576,2129660,677168,452448,29045384,1838820,24044,93044,8058080,551312,267940,0
2021-06-01,4173268,3740940,5371916,365860,11764,455148,1042744,371540,348192,15874904,810444,10240,303184,5279276,216580,114952,0
2021-05-28,5411524,3865528,7442740,448616,17968,547528,1788004,524168,428588,18749648,1306440,80820,117116,5784024,325520,150192,0
2021-05-27,6485908,4845752,9728968,611220,21048,685980,1995936,720108,458460,25060372,1872636,30748,124828,8881300,386644,170108,0
2021-05-26,9069656,7769396,13782664,975228,24872,930704,2912136,870600,1085612,33903092,2575300,43472,200228,9341712,645432,255760,0
2021-05-25,5976480,4797900,8289536,656180,8980,675472,1967864,559468,442820,26247336,1629908,65320,110416,7509092,426416,171988,0
2021-05-24,2116596,1090816,2286240,232548,5936,223504,597380,182576,179172,7971560,693516,26460,28300,2888816,83924,50376,0
2021-05-21,1858200,1057504,1947952,331764,3424,126504,696404,173848,61352,5658932,447388,19632,28232,2099332,58372,49176,0
2021-05-20,1232188,773468,995388,172424,3572,124468,352840,139312,81004,3849384,276332,2372,29064,1803500,48196,28960,0
2021-05-19,1971200,1687404,2776492,373588,18712,277192,811976,210244,458604,6986960,573496,4692,49868,2788740,262612,50420,0
2021-05-18,3693464,2192804,3967224,357472,68948,419944,1168764,393656,234324,13238940,803820,8632,80400,4128836,113432,82732,0
2021-05-17,3130532,2745096,3282388,327320,49112,323856,1009256,285724,146608,12662788,682768,51708,43196,4973976,48100,82404,0
2021-05-14,1784700,1180036,2375120,225208,8188,194736,876072,253124,163008,6698256,490012,8536,41680,2688284,136620,49732,0
2021-05-13,3869288,2690944,4280988,425020,66220,444600,1586168,491628,295696,14929696,1242372,77636,118300,4661852,188832,109512,0
2021-05-12,1497248,715012,1363840,114892,2088,115980,440388,167892,76660,4273588,432088,3084,33524,1576648,77056,35924,0
2021-05-11,1862016,1995540,2486788,336576,22656,280100,834920,188248,134352,6958384,522604,4828,73580,2930476,39824,67188,0
2021-05-10,2446552,1468956,2174632,437016,29988,171832,820136,292268,131952,6915904,614136,11460,158996,3448392,36268,65188,0
2021-05-07,1287604,894264,1443964,245612,26996,143036,572964,147980,51968,4368808,372436,16424,20896,2067540,32368,45236,0
2021-05-06,1934416,687324,1224472,123640,2952,133452,466668,178956,76956,4285672,437552,1964,42244,2090328,48728,35080,0
2021-05-05,1369344,785312,1335460,115940,1472,89580,388668,160704,52140,4784092,335516,5244,15488,1682252,65772,33668,0
2021-05-04,1795276,1017188,1331744,220956,29688,152448,563712,221128,102792,7166316,555068,2032,67052,2738748,15720,50228,0
2021-05-03,2570732,1584004,1739216,285760,59740,127576,650852,198560,140844,9624320,535696,5508,40100,3332064,83800,62760,0
2021-04-30,2777960,1210484,1507616,189724,23092,132352,649960,176880,83464,7723048,496428,21612,46064,2613724,33220,48296,0
2021-04-29,1766944,1237652,1564096,185984,2616,125248,666624,172972,68520,6352088,546736,43484,35596,2129008,78248,64984,0
2021-04-28,2755596,1622372,2435948,308472,7128,217012,819340,249832,138580,10278784,758208,8928,46700,3326644,64804,112720,0
2021-04-27,4088632,2614248,4418588,452012,56056,437912,1321896,324900,294356,16304956,939488,2100,75008,4242236,49180,92332,0
2021-04-26,4147448,5550872,4682756,448428,33876,340456,1995024,273584,251940,18922512,627620,20568,73568,4480288,147244,119008,0
