Date,Imp Vol,1D IV Chg,IV Rank,IV Pctl,P/C Vol,Options Vol,P/C OI,Total OI,Last,Call Volume,Put Volume,Call OI,Put OI
2020-01-02,95.20%,+95.20%,0.00%,0%,1.6904729266621,19627.0,1.8938458988009,314208.0,0.0,7295.0,12332.0,108578.0,205630.0
2020-01-03,82.49%,-12.70%,0.00%,0%,0.45718098010674,12013.0,1.3223646649712,268470.0,0.0,8244.0,3769.0,115602.0,152868.0
2020-01-06,84.76%,+2.27%,17.84%,33%,0.4838250977604,8348.0,1.5755122734378,304799.0,0.0,5626.0,2722.0,118345.0,186454.0
2020-01-07,78.05%,-6.71%,0.00%,0%,0.84976449569596,11389.0,2.0185534314157,342636.0,0.0,6157.0,5232.0,113510.0,229126.0
2020-01-08,76.97%,-1.09%,0.00%,0%,1.3757976298997,10425.0,1.8092257196755,332087.0,0.0,4388.0,6037.0,118213.0,213874.0
2020-01-09,71.39%,-5.58%,0.00%,0%,0.77450980392157,5792.0,1.3852699584679,258444.0,0.0,3264.0,2528.0,108350.0,150094.0
2020-01-10,70.61%,-0.77%,0.00%,0%,1.4932642487047,4812.0,1.3769929140833,257628.0,0.0,1930.0,2882.0,108384.0,149244.0
2020-01-13,71.12%,+0.51%,2.07%,13%,0.75639338097029,18681.0,1.9571661805441,322408.0,0.0,10636.0,8045.0,109026.0,213382.0
2020-01-14,71.42%,+0.30%,3.30%,33%,1.0519662921348,16071.0,2.04008322023,340465.0,0.0,7832.0,8239.0,111992.0,228473.0
2020-01-15,67.16%,-4.27%,0.00%,0%,0.92990156956637,14509.0,2.7723404518113,305420.0,0.0,7518.0,6991.0,80963.0,224457.0
2020-01-16,62.15%,-5.01%,0.00%,0%,0.37185650887574,7419.0,1.4709206199241,271994.0,0.0,5408.0,2011.0,110078.0,161916.0
2020-01-17,55.43%,-6.72%,0.00%,0%,0.77071600965406,4402.0,1.4517599341405,244210.0,0.0,2486.0,1916.0,99606.0,144604.0
2020-01-21,56.14%,+0.71%,1.79%,8%,0.47553743513714,7962.0,1.1205800818451,112448.0,0.0,5396.0,2566.0,53027.0,59421.0
2020-01-22,53.69%,-2.45%,0.00%,0%,0.44718201416692,4699.0,0.56479892429363,88444.0,0.0,3247.0,1452.0,56521.0,31923.0
2020-01-23,51.00%,-2.69%,0.00%,0%,0.39685977260422,2580.0,0.69452597333711,95839.0,0.0,1847.0,733.0,56558.0,39281.0
2020-01-24,62.96%,+11.97%,27.07%,31%,0.87496905174548,7573.0,1.0477579234004,127090.0,0.0,4039.0,3534.0,62063.0,65027.0
2020-01-27,63.23%,+0.27%,27.68%,35%,0.99609375,3577.0,0.73276989080999,94105.0,0.0,1792.0,1785.0,54309.0,39796.0
2020-01-28,60.05%,-3.19%,20.48%,22%,0.81393861892583,2837.0,0.62036590773264,84050.0,0.0,1564.0,1273.0,51871.0,32179.0
2020-01-29,59.94%,-0.11%,20.24%,21%,2.4403409090909,2422.0,0.78989048621268,100352.0,0.0,704.0,1718.0,56066.0,44286.0
2020-01-30,60.12%,+0.18%,20.64%,30%,2.1703539823009,4299.0,0.92348433970328,126019.0,0.0,1356.0,2943.0,65516.0,60503.0
2020-01-31,64.31%,+4.19%,30.12%,48%,3.516,5645.0,1.4240499538656,112968.0,0.0,1250.0,4395.0,46603.0,66365.0
2020-02-03,63.36%,-0.95%,27.98%,45%,0.41528107680127,3575.0,1.1529499804412,126587.0,0.0,2526.0,1049.0,58797.0,67790.0
2020-02-04,62.52%,-0.85%,26.06%,35%,0.46073772346685,6455.0,0.69593051822307,117355.0,0.0,4419.0,2036.0,69198.0,48157.0
